searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
заказы	34	False	заказы	0	0
440043	1	False	440043	0	0
0265	346	False	0265	0	0
81533	17	False	81533	1	1
11221	335	False	11221	1	1
ложечка	6	False	ложечка	0	0
PM007	9	False	PM007	1	1
11109	38	False	11109	0	0
195409	19	False	195409	0	0
34004	8	False	34004	0	0
1865	319	False	1865	0	0
0269	460	False	0269	1	1
Сухой шампунь	130	False	Сухой шампунь	0	0
5696	92	False	5696	0	0
Зубная щетка	186	False	Зубная щетка	10	10
Vita mania	21	False	Vita mania	0	0
43035	140	False	43035	1	1
15935	101	False	15935	1	1
средство для посуды	50	False	средство для посуды	0	0
3601	471	False	3601	1	1
83591	13	False	83591	1	1
77256	4	False	77256	0	0
43117	9	False	43117	1	1
браслет - колье	2	False	браслет - колье	0	0
9779	119	False	9779	1	1
Мыло детское	23	False	Мыло детское	0	0
гель для	27	False	гель для	17	17
11175	239	False	11175	1	1
600316	6	False	600316	0	0
тример	146	False	тример	0	0
малина и белый	15	False	малина и белый	7	7
0569	5	False	0569	0	0
123001	15	False	123001	1	1
Бальзам	219	False	Бальзам	16	16
Пудра	491	False	Пудра	10	10
шейкер	35	False	шейкер	0	0
BB352	29	False	BB352	1	1
147w4101	8	False	147w4101	2	2
Подарочный набор	442	False	Подарочный набор	15	15
SL201	79	False	SL201	1	1
фитокрем	40	False	фитокрем	10	10
коньки	3	False	коньки	0	0
Пилинг	193	False	Пилинг	4	4
rfhfylfi	6	True	карандаш	0	9
водный спрей	97	False	водный спрей	11	11
4411	12	False	4411	1	1
PMW023	8	False	PMW023	1	1
ST226	3	False	ST226	1	1
600290	37	False	600290	0	0
15387	249	False	15387	0	0
4599	201	False	4599	0	0
Тени для век 5620	1	False	Тени для век 5620	0	0
77816	177	False	77816	0	0
6144	657	False	6144	1	1
018w2101	4	False	018w2101	0	0
1680	268	False	1680	1	1
сылка на католог	3	False	сылка на католог	0	0
8117	110	False	8117	0	0
2421	325	False	2421	1	1
bw261	11	False	bw261	0	0
2316	162	False	2316	0	0
2356	107	False	2356	0	0
0780	412	False	0780	1	1
карандаш	392	False	карандаш	9	9
11250	629	False	11250	1	1
джинсовая юбка	21	False	джинсовая юбка	2	2
127G4102	60	False	127G4102	2	2
3155	108	False	3155	1	1
039w2901	40	False	039w2901	1	1
expert PHARMA	5	False	expert PHARMA	19	19
0613	3	False	0613	0	0
60222	9	False	60222	1	1
88219	8	False	88219	0	0
списание товаров	3	False	списание товаров	0	0
450764	1	False	450764	1	1
6219	430	False	6219	0	0
0527	521	False	0527	0	0
жидеое мыло	1	True	жидкое мыло	0	14
7357	228	False	7357	1	1
86436	2	False	86436	0	0
9917	194	False	9917	1	1
крем для груди	17	False	крем для груди	0	0
5668	95	False	5668	0	0
460703	3	False	460703	1	1
4570	320	False	4570	1	1
Оформить заказ	19	False	Оформить заказ	0	0
Bio kislorod	3	False	Bio kislorod	0	0
толстовка женская	15	False	толстовка женская	0	0
мыло для рук	231	False	мыло для рук	19	19
Игры Hasbro	1	False	Игры Hasbro	0	0
0263	170	False	0263	1	1
136w2502	132	False	136w2502	0	0
HW099	9	False	HW099	0	0
8154	394	False	8154	0	0
Тальк	22	False	Тальк	0	0
Пальто	591	False	Пальто	19	19
8739	135	False	8739	0	0
Променаде	5	True	promenade	0	4
Массажный	9	False	Массажный	2	2
8649	61	False	8649	0	0
40131	27	False	40131	1	1
абсолютный комфорт	11	False	абсолютный комфорт	4	4
8276	78	False	8276	1	1
4740	166	False	4740	0	0
Пробник помады	38	False	Пробник помады	0	0
Витаминная маска	25	False	Витаминная маска	4	4
40043	40	False	40043	1	1
8656	411	False	8656	0	0
83768	5	False	83768	1	1
активировать	3	False	активировать	0	0
3478	132	False	3478	1	1
6316	209	False	6316	0	0
туш	44	True	тушь	11	17
укладки	1	False	укладки	2	2
774916	2	False	774916	1	1
0706	508	False	0706	1	1
сафари	4	True	safari	1	2
2346	309	False	2346	0	0
2409	190	False	2409	0	0
81803	13	False	81803	0	0
40076	144	False	40076	1	1
4750	34	False	4750	0	0
Блузки	36	False	Блузки	0	0
501227	6	False	501227	1	1
8363	263	False	8363	0	0
депиляции	32	False	депиляции	4	4
8610	250	False	8610	0	0
Тональник	15	False	Тональник	0	0
88905	5	False	88905	1	1
039W4110	62	False	039W4110	1	1
вожостойкая	2	True	водостойкая	0	0
44052	320	False	44052	0	0
Orangerei	5	False	Orangerei	0	0
З119	5	False	З119	0	0
ST602	43	False	ST602	1	1
5470	256	False	5470	0	0
6222	43	False	6222	0	0
193709	11	False	193709	1	1
лаура	18	False	лаура	0	0
11127	83	False	11127	0	0
0783	297	False	0783	0	0
11347	258	False	11347	0	0
157W2605	26	False	157W2605	1	1
Shoe care	1	False	Shoe care	6	6
9595	92	False	9595	1	1
15386	275	False	15386	0	0
191906	16	False	191906	1	1
88210	7	False	88210	1	1
крем гель	18	False	крем гель	0	0
195345	10	False	195345	1	1
8252	181	False	8252	1	1
2100	247	False	2100	0	0
Туфли Starry	2	False	Туфли Starry	1	1
0806	227	False	0806	0	0
11032	449	False	11032	0	0
Шампунь увлажняющий	4	False	Шампунь увлажняющий	0	0
Портфель	11	False	Портфель	0	0
199391	2	False	199391	1	1
story	37	False	story	8	8
средства для	2	False	средства для	4	4
11064	545	False	11064	0	0
9625	184	False	9625	0	0
Шапка мужская	4	False	Шапка мужская	0	0
горячее	12	False	горячее	1	1
Защитное покрытие	5	False	Защитное покрытие	1	1
9244	371	False	9244	1	1
11550	99	False	11550	0	0
0785	471	False	0785	1	1
3245	223	False	3245	0	0
9707	21	False	9707	0	0
80793	34	False	80793	1	1
600277	21	False	600277	0	0
8566	39	False	8566	0	0
5342	300	False	5342	0	0
1053	331	False	1053	0	0
117M2502	31	False	117M2502	3	3
195562	11	False	195562	1	1
7197	244	False	7197	0	0
пур тужур	46	False	пур тужур	0	0
Гель для душа	574	False	Гель для душа	19	19
Orangeri	5	True	orangerie	19	18
44009	133	False	44009	1	1
5082	253	False	5082	0	0
9900	496	False	9900	0	0
Классик	3	True	classic	6	15
огненная хризантема	2	False	огненная хризантема	1	1
78424	233	False	78424	0	0
Колготки	718	False	Колготки	18	18
сковорода	114	False	сковорода	2	2
4573	121	False	4573	1	1
2392	110	False	2392	0	0
600276	46	False	600276	0	0
Станки	54	False	Станки	0	0
500745	2	False	500745	1	1
телеграмм	1	False	телеграмм	0	0
носки	702	False	носки	19	19
8637	399	False	8637	0	0
для обуви салфетки	1	False	для обуви салфетки	0	0
192906	2	False	192906	1	1
195454	3	False	195454	1	1
6074	295	False	6074	0	0
7342	218	False	7342	0	0
158w2903	35	False	158w2903	1	1
7299	36	False	7299	1	1
11283	394	False	11283	1	1
освежитель	483	False	освежитель	10	10
43087	68	False	43087	0	0
патч	252	False	патч	5	5
2367	163	False	2367	0	0
2985	204	False	2985	1	1
SI402	14	False	SI402	1	1
3171	91	False	3171	1	1
88117	5	False	88117	1	1
78425	115	False	78425	0	0
ST610	35	False	ST610	1	1
40061	216	False	40061	1	1
Пуш-ап	24	True	push-up	19	3
642016	9	False	642016	1	1
40088	468	False	40088	1	1
1867э	1	False	1867э	0	0
194875	22	False	194875	1	1
расческа	230	False	расческа	3	3
Sengara	31	False	Sengara	0	0
44169	52	False	44169	0	0
АНТИСТАТИК	4	False	АНТИСТАТИК	1	1
136W1205	5	False	136W1205	0	0
43072	94	False	43072	1	1
1052	174	False	1052	0	0
8699	5	False	8699	0	0
195591	8	False	195591	1	1
9639	167	False	9639	1	1
без косточек	35	False	без косточек	12	12
3103	287	False	3103	1	1
шампуни	62	False	шампуни	0	0
виртуальная карта	21	False	виртуальная карта	0	0
Бирюза	4	False	Бирюза	0	0
158w2502	22	False	158w2502	1	1
521179	18	False	521179	0	0
бров	20	True	бровей	7	5
s0128	69	False	s0128	0	0
2137	308	False	2137	0	0
календар	10	True	календари	4	0
1688	206	False	1688	1	1
Smart	13	False	Smart	1	1
5545	7	False	5545	0	0
8104	342	False	8104	1	1
11392	322	False	11392	0	0
0534	267	False	0534	0	0
2193	542	False	2193	1	1
ssM003	4	False	ssM003	0	0
127b1101 утепленная	1	False	127b1101 утепленная	2	2
884742	29	False	884742	0	0
тонизирующий	6	False	тонизирующий	1	1
База	41	False	База	1	1
156w1202	5	False	156w1202	0	0
11570	16	False	11570	0	0
5487	1	False	5487	0	0
2147	214	False	2147	0	0
126w4102	133	False	126w4102	1	1
бальзам для губ	428	False	бальзам для губ	16	16
Пена Для ванн	1	False	Пена Для ванн	17	17
44101	388	False	44101	1	1
83983	5	False	83983	1	1
Доброген	99	False	Доброген	1	1
Парка	187	False	Парка	4	4
Куртка бомбер	2	False	Куртка бомбер	0	0
8726	555	False	8726	1	1
9315	71	False	9315	0	0
для холодильника	17	False	для холодильника	0	0
крем питательный	7	False	крем питательный	2	2
0788	109	False	0788	1	1
Пацифик	1	True	pacific	0	1
hw118	97	False	hw118	0	0
195477	13	False	195477	0	0
100233	14	False	100233	0	0
83608	6	False	83608	0	0
одноразовые	6	False	одноразовые	1	1
Слипы	9	False	Слипы	20	20
для бюста	6	False	для бюста	0	0
Очищение	16	False	Очищение	2	2
b5272	2	False	b5272	0	0
195625	33	False	195625	1	1
117w3202	107	False	117w3202	2	2
Мой наставник	7	False	Мой наставник	0	0
Для рук	48	False	Для рук	11	11
8723	507	False	8723	0	0
Маникюрный набор	18	False	Маникюрный набор	0	0
7186	55	False	7186	1	1
7210	60	False	7210	1	1
сияние	18	False	сияние	18	18
11452	42	False	11452	0	0
3042	244	False	3042	1	1
Мелоди	4	True	melody	2	4
6314	150	False	6314	0	0
халат	205	False	халат	6	6
5474	262	False	5474	1	1
195621	21	False	195621	1	1
салфетки для экрано	4	True	салфетки для экранов	0	0
баранова	1	False	баранова	0	0
1615	1	False	1615	0	0
команда	1	False	команда	0	0
фуфайка для мужчин	1	False	фуфайка для мужчин	0	0
5455	79	False	5455	1	1
5446	83	False	5446	0	0
884643	3	False	884643	1	1
191990	23	False	191990	1	1
11482	71	False	11482	1	1
884743	27	False	884743	0	0
Лечебные травы	4	False	Лечебные травы	1	1
sw086	11	False	sw086	1	1
193761	13	False	193761	1	1
4644	202	False	4644	0	0
0742	198	False	0742	0	0
5341	207	False	5341	0	0
600037	5	False	600037	0	0
0312	136	False	0312	1	1
1643	183	False	1643	1	1
бархатный сезон	54	False	бархатный сезон	1	1
83275	3	False	83275	1	1
Трусы	117	False	Трусы	19	19
44250	39	False	44250	0	0
ssw021	31	False	ssw021	0	0
18023	187	False	18023	0	0
вр372	3	False	вр372	0	0
8164	165	False	8164	0	0
полотенца для рук	6	False	полотенца для рук	0	0
пинцет для бровй	1	True	пинцет для бровей	0	0
3098	193	False	3098	0	0
193513	7	False	193513	1	1
7289	31	False	7289	1	1
гель-корректор	7	False	гель-корректор	1	1
спрей для обуви	18	False	спрей для обуви	0	0
157W3220	77	False	157W3220	1	1
500020	9	False	500020	0	0
бери кейс	1	False	бери кейс	0	0
Добавки	6	False	Добавки	0	0
4410	13	False	4410	1	1
туфли «версаль», цв	1	True	туфли «версаль», в	1	1
О545	1	False	О545	0	0
14бW4111	1	False	14бW4111	0	0
521209	2	False	521209	0	0
11205	645	False	11205	0	0
сластена	3	False	сластена	0	0
КРЕМ ДЛЯ ВЕК	2	False	КРЕМ ДЛЯ ВЕК	14	14
773984	5	False	773984	1	1
Парошок	9	True	порошок	0	13
Pb372	1	False	Pb372	0	0
81955	9	False	81955	1	1
6139	5	False	6139	0	0
480702	13	False	480702	1	1
слипы	23	False	слипы	20	20
9010	100	False	9010	0	0
подарочный набор	532	False	подарочный набор	15	15
1700	289	False	1700	1	1
снятия водостойк	2	True	снятия водостойкая	0	0
7562	165	False	7562	1	1
гепалайт	42	False	гепалайт	1	1
1209	34	False	1209	0	0
Ампулы	17	False	Ампулы	0	0
Uomo fel	1	False	Uomo fel	4	4
0786	384	False	0786	1	1
антистатик	290	False	антистатик	1	1
джемпер цена 999	2	False	джемпер цена 999	0	0
231	8	False	231	11	11
8445	150	False	8445	0	0
1112	15	False	1112	1	1
500296	12	False	500296	0	0
8745	286	False	8745	0	0
4596	114	False	4596	1	1
2229	295	False	2229	0	0
501206	3	False	501206	1	1
2287	184	False	2287	1	1
42004	16	False	42004	1	1
Тональный	110	False	Тональный	11	11
4330	132	False	4330	0	0
Жидкое Мыло Для рук	14	False	Жидкое Мыло Для рук	14	14
3014	202	False	3014	0	0
8958	110	False	8958	0	0
0266	315	False	0266	0	0
Юбка	378	False	Юбка	19	19
каталог 2	79	False	каталог 2	0	0
тюрбан	27	False	тюрбан	0	0
8963	223	False	8963	0	0
500463	4	False	500463	0	0
2171	428	False	2171	0	0
2138	460	False	2138	0	0
TN007	32	False	TN007	1	1
тональный крем-сыво	3	False	тональный крем-сыво	0	0
от засоров	10	False	от засоров	0	0
3228	415	False	3228	0	0
82609	21	False	82609	1	1
8120	90	False	8120	1	1
Рюкзак	85	False	Рюкзак	2	2
ка	1	True	к	11	11
499125	4	False	499125	1	1
SSM003	64	False	SSM003	0	0
feerique sensuelle	21	False	feerique sensuelle	6	6
толстовки	17	False	толстовки	0	0
legend	14	False	legend	4	4
Арктик	1	False	Арктик	0	0
501242	4	False	501242	0	0
146W2602	29	False	146W2602	1	1
0744	374	False	0744	1	1
Термобелье	144	False	Термобелье	6	6
2620	11	False	2620	2	2
2447	257	False	2447	1	1
34109	458	False	34109	0	0
600396	134	False	600396	0	0
40105	48	False	40105	1	1
0536	360	False	0536	0	0
11071	17	False	11071	0	0
137W2502	65	False	137W2502	1	1
11077	116	False	11077	0	0
8988	248	False	8988	0	0
0299	75	False	0299	0	0
600029	17	False	600029	0	0
1068	800	False	1068	0	0
Мужской крос	2	False	Мужской крос	0	0
Фаберлик - клуб	2	False	Фаберлик - клуб	0	0
217113	4	False	217113	0	0
Дутики	58	False	Дутики	5	5
84189	13	False	84189	1	1
34135	40	False	34135	1	1
146w141	1	False	146w141	0	0
космо	14	True	cosmo	2	0
0702	238	False	0702	1	1
6828	2	False	6828	0	0
500224	5	False	500224	1	1
191928	3	False	191928	0	0
Feelfresh	12	False	Feelfresh	0	0
111037	3	False	111037	0	0
7180	257	False	7180	0	0
11426	43	False	11426	0	0
Платье рубашка	6	False	Платье рубашка	0	0
Форма для	9	False	Форма для	9	9
520808	7	False	520808	0	0
195405	22	False	195405	1	1
11542	25	False	11542	0	0
800829	2	False	800829	0	0
500319 - 500324	2	False	500319 - 500324	0	0
6086	2	False	6086	0	0
5151	172	False	5151	0	0
156w4108	226	False	156w4108	0	0
8675	843	False	8675	0	0
корректор	274	False	корректор	8	8
5465	131	False	5465	1	1
спрей для волос	45	False	спрей для волос	1	1
Полотенце	218	False	Полотенце	15	15
15385	118	False	15385	1	1
поиада полуматовая	1	False	поиада полуматовая	0	0
Оранжирея	1	False	Оранжирея	0	0
117w3501	119	False	117w3501	3	3
2192	398	False	2192	0	0
Распродажи	30	False	Распродажи	0	0
3109	285	False	3109	1	1
форма	96	False	форма	9	9
Детокс	33	True	detox	3	3
43106	7	False	43106	0	0
Тапочки	204	False	Тапочки	6	6
Platinum	111	False	Platinum	12	12
Pour toujours	12	False	Pour toujours	3	3
дэнас	219	False	дэнас	10	10
полотенце	192	False	полотенце	15	15
0755	5	False	0755	0	0
191407	54	False	191407	0	0
40002	197	False	40002	1	1
пробники	521	False	пробники	0	0
школьная форма	54	False	школьная форма	0	0
315703	5	False	315703	0	0
77764	4	False	77764	0	0
193238	9	False	193238	1	1
2984	242	False	2984	1	1
Календарик	3	False	Календарик	0	0
обувь	98	False	обувь	0	0
72003	1	False	72003	0	0
3408	174	False	3408	0	0
2332	53	False	2332	0	0
145496	3	False	145496	0	0
кросовки белые	3	True	кроссовки белые	0	0
Бомбер	120	False	Бомбер	10	10
боди	248	True	body	18	0
ST417	69	False	ST417	1	1
8977	209	False	8977	0	0
195635	42	False	195635	0	0
192858	16	False	192858	0	0
Вход	34	False	Вход	0	0
8957	294	False	8957	1	1
521097	4	False	521097	1	1
6303	310	False	6303	0	0
Помады	23	False	Помады	7	7
очищающее масло	2	False	очищающее масло	1	1
Бронзер	31	False	Бронзер	0	0
146w3308	141	False	146w3308	0	0
велюровая толстовка	11	False	велюровая толстовка	1	1
8679	247	False	8679	0	0
2202	60	False	2202	1	1
0281	399	False	0281	1	1
крем для тела	103	False	крем для тела	0	0
9802	9	False	9802	0	0
192325	16	False	192325	1	1
шампу	7	True	шампунь	18	19
193022	26	False	193022	0	0
3148	228	False	3148	1	1
коректор для лица	1	True	корректор для лица	0	6
15620	276	False	15620	0	0
2186	441	False	2186	0	0
пятновы	12	False	пятновы	3	3
спонжи	6	False	спонжи	0	0
0738	616	False	0738	0	0
жидкие кристалы	4	True	жидкие кристаллы	0	0
Средство для посуды	12	False	Средство для посуды	0	0
2087	1	False	2087	0	0
2152	24	False	2152	0	0
Дезодоранты	17	False	Дезодоранты	0	0
4616	273	False	4616	1	1
8659	66	False	8659	0	0
крышка	46	False	крышка	2	2
15379	190	False	15379	0	0
193646	2	False	193646	1	1
2159	297	False	2159	0	0
157w3202	21	False	157w3202	1	1
195024	11	False	195024	1	1
80A	2	False	80A	11	11
3222	247	False	3222	1	1
0717	217	False	0717	0	0
Для бритья	35	False	Для бритья	9	9
Календарь	233	False	Календарь	4	4
60041	3	False	60041	1	1
Крем тела	1	False	Крем тела	0	0
44054	206	False	44054	0	0
8118	123	False	8118	1	1
188W4103	10	False	188W4103	1	1
0217	20	False	0217	0	0
11265	528	False	11265	1	1
11252	20	False	11252	0	0
43041	40	False	43041	0	0
0781	475	False	0781	1	1
193869	19	False	193869	1	1
3198	190	False	3198	0	0
44006	146	False	44006	1	1
8256	89	False	8256	1	1
Ultra green	2	False	Ultra green	8	8
11115	10	False	11115	0	0
600236	2	False	600236	0	0
2396	242	False	2396	0	0
0705	487	False	0705	0	0
С феромонами	2	False	С феромонами	0	0
блостеры	1	False	блостеры	0	0
197893	2	False	197893	0	0
,buelb	6	True	бигуди	0	1
5221	44	False	5221	0	0
4640	165	False	4640	0	0
193262	8	False	193262	1	1
Pont d'Or	35	False	Pont d'Or	3	3
484713	3	False	484713	1	1
8971	190	False	8971	0	0
195344	20	False	195344	1	1
первая леди	87	False	первая леди	1	1
парфюмерные прбники	2	True	парфюмерные пробники	0	0
44040	78	False	44040	1	1
890389	2	False	890389	1	1
bio arctic	37	False	bio arctic	11	11
97102	49	False	97102	0	0
1868	262	False	1868	0	0
фаберлик клуб	106	False	фаберлик клуб	0	0
44206/к 44106	1	False	44206/к 44106	0	0
2436	24	False	2436	0	0
44112	70	False	44112	0	0
11241	263	False	11241	0	0
81953	8	False	81953	0	0
192168	6	False	192168	1	1
таблица размеров	133	False	таблица размеров	0	0
195541	52	False	195541	0	0
4436	3	False	4436	0	0
kaori	164	False	kaori	6	6
Гель	252	False	Гель	17	17
лиф лагуна -лайм	5	True	лиф лагуна-лайм	0	0
крем-мыло	85	False	крем-мыло	7	7
2352	388	False	2352	0	0
сумки от фаберлик	6	False	сумки от фаберлик	0	0
193708	8	False	193708	1	1
195140	15	False	195140	0	0
117m2302	39	False	117m2302	5	5
Бронзатор	29	False	Бронзатор	0	0
18048	84	False	18048	0	0
15390	68	False	15390	0	0
С МАСЛОМ МОНАРДЫ	1	False	С МАСЛОМ МОНАРДЫ	0	0
крем для ног	140	False	крем для ног	14	14
5440	123	False	5440	1	1
Pont	43	False	Pont	2	2
148705	15	False	148705	0	0
3246	122	False	3246	0	0
Отбеливатель	219	False	Отбеливатель	1	1
2414	126	False	2414	0	0
Массаж	73	False	Массаж	9	9
195075	3	False	195075	1	1
пробник маски	4	False	пробник маски	2	2
3151	514	False	3151	0	0
195299	6	False	195299	1	1
0810	72	False	0810	0	0
11245	441	False	11245	1	1
3507	22	False	3507	0	0
push lashes up	1	False	push lashes up	0	0
корректирующее	31	False	корректирующее	16	16
500893	11	False	500893	1	1
Женская одежда	26	False	Женская одежда	0	0
0907	45	False	0907	0	0
cafe	15	False	cafe	20	20
опаласкивателдляпол	2	False	опаласкивателдляпол	0	0
st603 m	1	False	st603 m	0	0
кристаллы	10	False	кристаллы	2	2
2429	187	False	2429	0	0
8920	47	False	8920	0	0
5469	5	False	5469	0	0
нож разделочный	8	False	нож разделочный	0	0
SD108	35	False	SD108	1	1
194048	4	False	194048	1	1
84160	17	False	84160	1	1
8147	164	False	8147	0	0
88160	3	False	88160	1	1
Термос	88	False	Термос	2	2
11316	57	False	11316	0	0
Ежевика	7	False	Ежевика	8	8
5617	415	False	5617	0	0
7492	417	False	7492	1	1
1613	458	False	1613	1	1
3474	83	False	3474	1	1
eloise	8	False	eloise	4	4
вязаный джемпер	37	False	вязаный джемпер	17	17
Ivy	4	False	Ivy	11	11
117m2901	70	False	117m2901	5	5
156w4117	619	False	156w4117	0	0
корректирующие	19	False	корректирующие	14	14
8612	52	False	8612	0	0
137W4101	41	False	137W4101	1	1
Крем блюр	1	False	Крем блюр	0	0
для удаления катышк	1	True	для удаления катышков	0	0
44149	8	False	44149	0	0
3030	174	False	3030	1	1
11369	31	False	11369	1	1
роллер	38	False	роллер	0	0
117M2901	78	False	117M2901	5	5
Si802	3	False	Si802	1	1
8499	338	False	8499	0	0
Genius	1	False	Genius	0	0
193235	12	False	193235	1	1
158W4102	46	False	158W4102	0	0
монарда	73	False	монарда	1	1
195520	13	False	195520	1	1
127W2602	137	False	127W2602	1	1
127B3203	8	False	127B3203	1	1
Hc019	11	False	Hc019	1	1
монотени	37	False	монотени	0	0
84207	19	False	84207	1	1
192845	20	False	192845	1	1
11561	281	False	11561	1	1
195633	38	False	195633	0	0
8552	105	False	8552	0	0
521145	13	False	521145	0	0
0591	3	False	0591	0	0
126W4103	101	False	126W4103	0	0
Кайял	3	False	Кайял	0	0
7325	13	False	7325	0	0
11451	30	False	11451	0	0
820660	1	False	820660	0	0
3203	308	False	3203	15	15
2361	266	False	2361	0	0
Аппликатор	21	False	Аппликатор	1	1
1043	642	False	1043	1	1
2112	422	False	2112	0	0
156W4117	395	False	156W4117	0	0
8969	330	False	8969	0	0
серая	1	False	серая	4	4
Восковые полоски	63	False	Восковые полоски	1	1
191858	76	False	191858	0	0
500032	12	False	500032	0	0
парфюмированный	6	False	парфюмированный	18	18
187602	2	False	187602	1	1
прокладки	457	False	прокладки	2	2
2397	220	False	2397	0	0
Мытья	11	False	Мытья	13	13
8935	47	False	8935	0	0
192944	6	False	192944	1	1
0300	12	False	0300	0	0
все подарочные набо	5	True	все подарочные наборы	0	0
orang	15	False	orang	16	16
для посуды	147	False	для посуды	5	5
нович	3	False	нович	0	0
194427	18	False	194427	1	1
атра	1	True	пара	0	5
0111	2	False	0111	0	0
Сапоги	74	False	Сапоги	16	16
40170	234	False	40170	1	1
Загар	13	False	Загар	3	3
2062	8	False	2062	0	0
бюст	19	False	бюст	19	19
8956	158	False	8956	0	0
интим	133	False	интим	4	4
hc017	47	False	hc017	1	1
11216	325	False	11216	0	0
0707	448	False	0707	0	0
6124	63	False	6124	0	0
8777	69	False	8777	1	1
8357	80	False	8357	0	0
стеганое трикотажно	1	True	стеганое трикотажное	3	0
Термозащитный	4	False	Термозащитный	0	0
192165	8	False	192165	1	1
ПРОБНИК ПАМАДЫ	1	True	пробник помады	0	0
136w2601	29	False	136w2601	0	0
коректор	19	True	корректор	0	8
11105	251	False	11105	1	1
РОЛИНГ ГЕЛЬ	1	False	РОЛИНГ ГЕЛЬ	0	0
коврик массажный	8	False	коврик массажный	0	0
Beautycafe Caprice	14	False	Beautycafe Caprice	4	4
191439	7	False	191439	1	1
Капсула	12	False	Капсула	9	9
44121	333	False	44121	1	1
9563	16	False	9563	1	1
0563	3	False	0563	0	0
117m2301	25	False	117m2301	6	6
166w1445	1	False	166w1445	0	0
136W	28	False	136W	9	9
разделочная доска д	4	False	разделочная доска д	0	0
3436	333	False	3436	0	0
890682	3	False	890682	0	0
скошенная кисть	1	False	скошенная кисть	0	0
500937	11	False	500937	0	0
бюстгальтер amaryll	3	False	бюстгальтер amaryll	0	0
11458	50	False	11458	0	0
11493	33	False	11493	0	0
138w3304	12	False	138w3304	1	1
6143	652	False	6143	1	1
88018	40	False	88018	0	0
600079	90	False	600079	0	0
малафтилин	20	False	малафтилин	0	0
3435	128	False	3435	0	0
6183	369	False	6183	1	1
146W3201	10	False	146W3201	0	0
267930709	4	False	267930709	0	0
tn001	41	False	tn001	1	1
× HW075	2	False	× HW075	0	0
2387	258	False	2387	0	0
ШАМПУНЬ	44	False	ШАМПУНЬ	19	19
5506	108	False	5506	0	0
3497	77	False	3497	1	1
Чехол	56	False	Чехол	4	4
6243	726	False	6243	0	0
по артикулу	4	False	по артикулу	0	0
2111	219	False	2111	1	1
ноги	7	False	ноги	5	5
3237	183	False	3237	1	1
191838	58	False	191838	1	1
Распродажа 70%	12	False	Распродажа 70%	1	1
детски ДЛЯ ДЕТЕЙ	1	True	детские для детей	0	0
8914	26	False	8914	0	0
43034	96	False	43034	1	1
2188	566	False	2188	0	0
3034	274	False	3034	2	2
0542	285	False	0542	0	0
пена для ванны	123	False	пена для ванны	12	12
1172	382	False	1172	1	1
6141	149	False	6141	1	1
11577	22	False	11577	0	0
HW064	118	False	HW064	0	0
колгот	24	True	колготки	20	18
437705	2	False	437705	0	0
8643	48	False	8643	0	0
86628	13	False	86628	0	0
Промник	5	False	Промник	0	0
брюки из жакарда	5	True	брюки из жаккарда	0	3
Анти акне	18	False	Анти акне	0	0
192099	42	False	192099	1	1
маска вокруг глаз	1	False	маска вокруг глаз	0	0
158B2501	13	False	158B2501	1	1
195363	64	False	195363	1	1
146W4113	51	False	146W4113	0	0
6694	1	False	6694	0	0
156W4114	51	False	156W4114	0	0
195388	6	False	195388	1	1
1863	282	False	1863	0	0
Баллы	97	False	Баллы	0	0
HW	2	False	HW	11	11
Фитокрем	4	False	Фитокрем	10	10
3161	129	False	3161	1	1
34118	49	False	34118	1	1
4722	56	False	4722	1	1
83934	4	False	83934	1	1
600374	55	False	600374	0	0
Карандаш для глаз	112	False	Карандаш для глаз	1	1
7453	100	False	7453	1	1
11375	24	False	11375	1	1
6250	23	False	6250	0	0
(0253	2	False	(0253	0	0
SI401	26	False	SI401	1	1
2250	87	False	2250	0	0
44129	136	False	44129	1	1
Flesh	1	False	Flesh	0	0
вадим кунакасов	2	False	вадим кунакасов	0	0
1860	340	False	1860	0	0
Alat	7	False	Alat	1	1
Духи	166	False	Духи	0	0
192494	15	False	192494	0	0
для мытья посуды	223	False	для мытья посуды	12	12
артикул 800919	1	False	артикул 800919	0	0
Мой заказы	5	False	Мой заказы	0	0
усиленная поддержка	25	False	усиленная поддержка	7	7
192438	12	False	192438	1	1
8625	117	False	8625	0	0
помада SKYLINE	5	False	помада SKYLINE	0	0
8498	352	False	8498	0	0
3174	115	False	3174	1	1
HV118	2	False	HV118	0	0
3027	263	False	3027	1	1
ландыш	4	False	ландыш	0	0
1705	217	False	1705	0	0
193379	8	False	193379	1	1
11042	380	False	11042	1	1
2382	106	False	2382	1	1
0768	102	False	0768	0	0
11507	46	False	11507	0	0
600413	1	False	600413	0	0
3239	59	False	3239	1	1
11434	286	False	11434	1	1
1037	432	False	1037	1	1
194843	5	False	194843	0	0
136 W	1	False	136 W	11	11
167w	2	False	167w	12	12
4320	89	False	4320	0	0
5345	172	False	5345	0	0
Босоножка	5	True	босоножки	0	18
5614	32	False	5614	0	0
1199	394	False	1199	1	1
60411	2	False	60411	1	1
820167	10	False	820167	1	1
15142	25	False	15142	1	1
11263	256	False	11263	0	0
5417	3	False	5417	0	0
тушь	1057	False	тушь	17	17
пуш	7	False	пуш	11	11
15465	180	False	15465	0	0
117m3101	16	False	117m3101	3	3
199831	3	False	199831	1	1
